Position Number,Applicant ID,Applicant Status,Internal/External Applicant,Sex,Disabled,Disab Vet,Race/Ethnicity,Mil Status
10164.0,16262179,Rejected; No Interview,External,Female,,,White,Not a Veteran
10164.0,31355423,Rejected; No Interview,External,Female,,,Asian,Not indicated
10164.0,39363375,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
10164.0,50679017,Rejected; No Interview,External,Male,,,American Indian/Alaska Native,Not indicated
10164.0,51450355,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
10164.0,58463599,Rejected; Min Qualifications Not Met,External,Male,,,Black/African American,Not indicated
10164.0,70754945,Hired,External,Male,N,N,Asian,Not a Veteran
10164.0,86019943,Rejected; No Interview,External,Female,,,Asian,Not indicated
10164.0,90565635,Rejected; No Interview,External,Male,Y,N,Asian,Not a Veteran
10164.0,94195885,Rejected; Interview,External,Male,Y,N,White,Not a Veteran
10179.0,10437654,Rejected; No Interview,External,Male,Y,,White,Not indicated
10179.0,16904367,Hired,External,Female,,,White,Not a Veteran
10179.0,19555252,Rejected; Interview,External,Male,N,N,Black/African American,Not a Veteran
10179.0,24188488,Rejected; No Interview,External,Female,,,White,Not indicated
10179.0,24551038,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10179.0,31385819,Rejected; No Interview,External,Female,Y,,Black/African American,Not indicated
10179.0,41545715,Rejected; No Interview,External,Female,,,White,Not indicated
10179.0,50777886,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
10179.0,67556384,Rejected; No Interview,External,Female,,,White,Not indicated
10179.0,68381587,Rejected; No Interview,External,Male,,,Black/African American,Not indicated
10179.0,74502232,Rejected; No Interview,External,Male,,,White,Not a Veteran
10179.0,80157387,Rejected; No Interview,External,Male,Y,,White,Not a Veteran
10179.0,81595934,Rejected; No Interview,External,Female,N,N,Native Hawaiian/Oth Pac Island,Not a Veteran
10179.0,82255821,Rejected; Interview,External,Female,N,N,Asian,Not a Veteran
10183.0,21993319,Rejected; No Interview,External,Female,,,Asian,Not indicated
10183.0,24714642,Hired,External,Male,Y,,White,Not indicated
10183.0,26465248,Rejected; Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
10183.0,46935731,Rejected; No Interview,External,Male,,,White,Not indicated
10183.0,57010838,Rejected; No Interview,External,Female,,,White,Not a Veteran
10183.0,60816376,Rejected; Interview,External,Female,N,N,Asian,Not a Veteran
10183.0,72710648,Rejected; No Interview,External,Female,N,N,Native Hawaiian/Oth Pac Island,Not a Veteran
10183.0,77014426,Rejected; No Interview,External,Male,,,Black/African American,Not a Veteran
10183.0,80742713,Rejected; No Interview,External,Female,,,White,Not indicated
10183.0,85468999,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
10183.0,88896838,Rejected; Min Qualifications Not Met,External,Female,Y,N,White,Not a Veteran
10196.0,14275569,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
10196.0,16443993,Rejected; Interview,External,Female,Y,N,Asian,Not a Veteran
10196.0,31607959,Rejected; Interview,External,Female,N,N,Asian,Not a Veteran
10196.0,61669201,Rejected; No Interview,External,Female,,,White,Not indicated
10196.0,65136869,Rejected; No Interview,External,Female,Y,N,White,Not indicated
10196.0,70266602,Rejected; No Interview,External,Female,,,White,Not indicated
10196.0,80551791,Hired,External,Male,N,N,White,Not a Veteran
10196.0,86715668,Rejected; Min Qualifications Not Met,External,Female,,,Asian,Not indicated
10196.0,89067512,Rejected; No Interview,External,Female,N,N,Black/African American,Not indicated
10196.0,92580732,Rejected; No Interview,External,Undeclared,Y,N,Black/African American,Not a Veteran
10196.0,96293127,Rejected; No Interview,External,Female,Y,N,Black/African American,Not indicated
10201.0,10635247,Rejected; No Interview,External,Male,,,Not Applicable,Not indicated
10201.0,25375157,Rejected; Interview,Internal,Male,N,N,White,Not a Veteran
10201.0,32473375,Rejected; Min Qualifications Not Met,Internal,Female,N,N,Hispanic/Latino,Not a Veteran
10201.0,34911317,Rejected; No Interview,External,Female,Y,,White,Not indicated
10201.0,37609038,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10201.0,38922235,Rejected; No Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
10201.0,41036570,Rejected; No Interview,External,Female,N,N,Black/African American,Not a Veteran
10201.0,41552890,Rejected; No Interview,External,Male,Y,N,White,Not a Veteran
10201.0,42729739,Rejected; No Interview,External,Male,Y,N,Asian,Not a Veteran
10201.0,49186941,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
10201.0,51384795,Hired,Internal,Female,,,White,Not a Veteran
10201.0,56547360,Rejected; Interview,Internal,Female,N,N,White,Not a Veteran
10201.0,61295188,Rejected; No Interview,Internal,Male,,,White,Not indicated
10201.0,65343306,Rejected; No Interview,External,Male,,,White,Not indicated
10201.0,73652124,Rejected; No Interview,External,Female,N,N,Black/African American,Not a Veteran
10201.0,75517968,Rejected; No Interview,External,Male,,,White,Not indicated
10201.0,93089103,Rejected; No Interview,External,Female,,,Black/African American,Not indicated
10201.0,98902785,Rejected; No Interview,External,Male,,,White,Not indicated
10228.0,11093639,Rejected; No Interview,External,Male,Y,N,White,Not a Veteran
10228.0,12961810,Hired,External,Male,N,N,White,Not a Veteran
10228.0,27189633,Rejected; No Interview,External,Female,N,N,American Indian/Alaska Native,Not a Veteran
10228.0,47333641,Rejected; No Interview,External,Female,,,White,Not indicated
10228.0,49285100,Rejected; Min Qualifications Not Met,External,Male,,,White,Not indicated
10228.0,50678916,Rejected; Min Qualifications Not Met,External,Male,N,N,Asian,Not a Veteran
10228.0,51281784,Rejected; No Interview,External,Female,N,N,Native Hawaiian/Oth Pac Island,Not a Veteran
10228.0,52807489,Rejected; No Interview,External,Male,Y,N,American Indian/Alaska Native,Not a Veteran
10228.0,54002112,Rejected; No Interview,External,Female,,,Asian,Not indicated
10228.0,55343344,Rejected; No Interview,External,Female,N,N,Black/African American,Not a Veteran
10228.0,55850927,Rejected; Min Qualifications Not Met,External,Female,N,N,Not Applicable,Not a Veteran
10228.0,56269848,Rejected; Interview,External,Male,Y,N,Hispanic/Latino,Not a Veteran
10228.0,56758124,Rejected; Interview,External,Female,,,Asian,Not indicated
10228.0,60331535,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10228.0,60409992,Rejected; No Interview,External,Male,N,N,Black/African American,Not indicated
10228.0,63484971,Rejected; No Interview,External,Female,,,Black/African American,Not indicated
10228.0,67939758,Rejected; No Interview,External,Female,,,White,Not a Veteran
10228.0,82202684,Rejected; No Interview,External,Male,Y,,White,Not indicated
10228.0,94992192,Rejected; No Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
10228.0,97931338,Rejected; No Interview,External,Female,,,Black/African American,Not indicated
10231.0,23003007,Rejected; No Interview,External,Female,,,White,Not indicated
10231.0,23200529,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10231.0,26869069,Rejected; No Interview,External,Male,Y,,Asian,Not indicated
10231.0,28493693,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10231.0,40072442,Rejected; No Interview,External,Female,,,White,Not indicated
10231.0,40396577,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
10231.0,43093623,Rejected; No Interview,External,Male,,,Asian,Not indicated
10231.0,44963439,Rejected; No Interview,External,Male,,,Asian,Not indicated
10231.0,46746450,Rejected; Interview,External,Male,,,White,Not indicated
10231.0,48432141,Rejected; Min Qualifications Not Met,External,Female,,,Asian,Not indicated
10231.0,50731955,Rejected; No Interview,External,Female,Y,N,Hispanic/Latino,Not a Veteran
10231.0,53080855,Rejected; Interview,External,Female,N,N,White,Not a Veteran
10231.0,54576358,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
10231.0,59813281,Rejected; No Interview,External,Male,,,White,Not indicated
10231.0,62137138,Rejected; No Interview,External,Female,,,White,Not indicated
10231.0,62590302,Rejected; No Interview,External,Male,N,N,American Indian/Alaska Native,Not a Veteran
10231.0,62592226,Rejected; Min Qualifications Not Met,External,Male,Y,,White,Not indicated
10231.0,69425414,Rejected; No Interview,External,Female,,,White,Not indicated
10231.0,79991452,Rejected; No Interview,External,Male,Y,,White,Not indicated
10231.0,85103115,Rejected; No Interview,External,Female,,,White,Not indicated
10231.0,85729075,Rejected; No Interview,External,Male,,,White,Not indicated
10231.0,88535305,Rejected; No Interview,External,Female,,,Asian,Not indicated
10231.0,91991679,Rejected; No Interview,External,Female,,,Asian,Not indicated
10231.0,96340758,Rejected; No Interview,External,Male,Y,,Hispanic/Latino,Not indicated
10231.0,97179005,Hired,External,Female,,,Hispanic/Latino,Not indicated
10234.0,32447862,Rejected; No Interview,External,Female,,,Asian,Not indicated
10234.0,37420853,Rejected; No Interview,Internal,Female,,,White,Not indicated
10234.0,48443620,Rejected; Interview,Internal,Undeclared,,,Asian,Not indicated
10234.0,54730943,Hired,Internal,Female,Y,,Asian,Not indicated
10234.0,55447150,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10234.0,64598451,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Veteran
10234.0,72351441,Rejected; No Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
10234.0,87006111,Rejected; No Interview,Internal,Female,,,White,Not indicated
10234.0,95604485,Rejected; Interview,Internal,Female,N,N,Black/African American,Not a Veteran
10234.0,96658192,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
10234.0,97028411,Rejected; No Interview,External,Male,N,N,American Indian/Alaska Native,Not a Veteran
10236.0,11823487,Rejected; No Interview,External,Male,Y,N,White,Not a Veteran
10236.0,14273593,Rejected; Min Qualifications Not Met,External,Female,N,N,Asian,Not a Veteran
10236.0,18912393,Rejected; No Interview,External,Male,N,N,White,Not a Protected Veteran
10236.0,22054905,Rejected; No Interview,External,Male,,,White,Not indicated
10236.0,23375622,Rejected; No Interview,External,Male,,,Black/African American,Not indicated
10236.0,23798667,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
10236.0,28236119,Rejected; No Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
10236.0,31727495,Rejected; No Interview,External,Male,,,Asian,Not indicated
10236.0,35522397,Rejected; No Interview,External,Female,,,White,Not indicated
10236.0,42541254,Rejected; No Interview,External,Female,,,Asian,Not indicated
10236.0,44276379,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10236.0,48395241,Rejected; Min Qualifications Not Met,External,Male,,,White,Not indicated
10236.0,52728695,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10236.0,53849726,Hired,External,Male,N,N,Black/African American,Not a Veteran
10236.0,54055565,Rejected; No Interview,External,Male,,,Asian,Not indicated
10236.0,56276651,Rejected; No Interview,External,Female,Y,,Asian,Not indicated
10236.0,60979792,Rejected; Interview,External,Male,N,N,White,Not a Veteran
10236.0,65600571,Rejected; Min Qualifications Not Met,External,Male,N,N,White,Not a Veteran
10236.0,70771305,Rejected; No Interview,External,Male,,,Asian,Not a Veteran
10236.0,71298562,Rejected; No Interview,External,Female,,,White,No Military Service
10236.0,79356459,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
10236.0,81890622,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
10236.0,94688746,Rejected; Interview,External,Male,,,White,Not indicated
10236.0,98841696,Rejected; No Interview,External,Female,,,White,Not a Veteran
10236.0,99378971,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Veteran
10246.0,11131265,Rejected; No Interview,External,Male,,,White,Not indicated
10246.0,19560721,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Veteran
10246.0,42790087,Rejected; No Interview,Internal,Female,,,White,Not a Veteran
10246.0,43876217,Rejected; No Interview,External,Female,,,White,No Military Service
10246.0,62805858,Rejected; No Interview,External,Male,,,Asian,Not indicated
10246.0,63558473,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
10246.0,67237452,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10246.0,72580717,Rejected; Interview,Internal,Male,N,N,Asian,Not a Veteran
10246.0,83792527,Rejected; No Interview,Internal,Male,Y,,Hispanic/Latino,Not indicated
10246.0,86690523,Rejected; No Interview,External,Female,Y,,White,Not a Veteran
10246.0,89547789,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
10246.0,90904965,Rejected; No Interview,External,Female,N,N,Black/African American,Not a Veteran
10246.0,96553945,Hired,Internal,Male,N,N,Asian,Not indicated
10246.0,99767522,Rejected; Interview,Internal,Female,,,White,No Military Service
10254.0,16397910,Rejected; Min Qualifications Not Met,External,Female,Y,N,Hispanic/Latino,Not a Veteran
10254.0,16851674,Hired,External,Female,,,Hispanic/Latino,Not indicated
10254.0,28717432,Rejected; No Interview,External,Male,,,Asian,Not indicated
10254.0,31291574,Rejected; No Interview,External,Male,,,Hispanic/Latino,No Military Service
10254.0,33286223,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
10254.0,33502878,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10254.0,42753140,Rejected; Interview,External,Male,,,White,Not indicated
10254.0,46217854,Rejected; No Interview,External,Female,Y,N,Black/African American,Not a Veteran
10254.0,47990659,Rejected; No Interview,External,Male,,,White,Not indicated
10254.0,73886696,Rejected; No Interview,External,Female,N,N,Asian,Not indicated
10254.0,81825836,Rejected; Interview,External,Male,N,N,Asian,Not a Veteran
10254.0,94083986,Rejected; No Interview,External,Male,Y,,Hispanic/Latino,Not indicated
10254.0,96989419,Rejected; No Interview,External,Male,,,Asian,Not indicated
10254.0,97542697,Rejected; No Interview,External,Female,,,Asian,Not indicated
10263.0,30206930,Rejected; No Interview,External,Female,N,N,Black/African American,Not a Veteran
10263.0,32325850,Rejected; No Interview,External,Female,,,Asian,Not indicated
10263.0,57229154,Rejected; Min Qualifications Not Met,External,Female,N,N,White,Not a Veteran
10263.0,60931170,Hired,External,Male,Y,,American Indian/Alaska Native,Not indicated
10263.0,70199714,Rejected; Interview,External,Male,,,Hispanic/Latino,Not indicated
10263.0,76336163,Rejected; No Interview,External,Female,Y,N,White,Not a Veteran
10263.0,80259589,Rejected; Interview,External,Female,N,N,White,Not a Veteran
10263.0,86871836,Rejected; Min Qualifications Not Met,External,Male,N,N,Asian,Not a Veteran
10263.0,92483568,Rejected; No Interview,External,Female,,,White,Not indicated
10263.0,96919011,Rejected; No Interview,External,Male,,,White,Not indicated
10263.0,99095365,Rejected; No Interview,External,Male,Y,N,Asian,Not a Veteran
10265.0,13025481,Rejected; No Interview,External,Female,Y,,White,Not indicated
10265.0,18079829,Rejected; No Interview,External,Male,,,Hispanic/Latino,Not indicated
10265.0,20680231,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
10265.0,23304256,Rejected; Min Qualifications Not Met,External,Male,,,White,Not indicated
